r,p_of_r
0,0
0.300751879699,0.000518575507053
0.601503759398,0.00206097785128
0.902255639098,0.0046072207673
1.2030075188,0.00813731798972
1.5037593985,0.0126312832531
1.8045112782,0.0180691302922
2.10526315789,0.0244308728414
2.40601503759,0.0316965246355
2.70676691729,0.039846099409
3.00751879699,0.0488596108966
3.30827067669,0.0587170728329
3.60902255639,0.0693984989524
3.90977443609,0.0808839029898
4.21052631579,0.0931532986797
4.51127819549,0.106186699757
4.81203007519,0.119964119955
5.11278195489,0.13446557301
5.41353383459,0.149671072656
5.71428571429,0.165560632628
6.01503759398,0.182114266659
6.31578947368,0.199311988486
6.61654135338,0.217133811841
6.91729323308,0.235559750461
7.21804511278,0.254569818079
7.51879699248,0.274144028431
7.81954887218,0.29426239525
8.12030075188,0.314904932272
8.42105263158,0.33605165323
8.72180451128,0.35768257186
9.02255639098,0.379777701897
9.32330827068,0.402317057074
9.62406015038,0.425280651127
9.92481203008,0.44864849779
10.2255639098,0.472400610797
10.5263157895,0.496517003884
10.8270676692,0.520977690785
11.1278195489,0.545762685234
11.4285714286,0.570852000966
11.7293233083,0.596225651716
12.030075188,0.621863651219
12.3308270677,0.647746013208
12.6315789474,0.673852751419
12.9323308271,0.700163879586
13.2330827068,0.726659411444
13.5338345865,0.753319360727
13.8345864662,0.78012374117
14.1353383459,0.807052566507
14.4360902256,0.834085850474
14.7368421053,0.861203606805
15.037593985,0.888385849234
15.3383458647,0.915612591496
15.6390977444,0.942863847326
15.9398496241,0.970119630458
16.2406015038,0.997359954626
16.5413533835,1.02456483357
16.8421052632,1.05171428101
17.1428571429,1.0787883107
17.4436090226,1.10576693636
17.7443609023,1.13263017173
18.045112782,1.15935803055
18.3458646617,1.18593052655
18.6466165414,1.21232767346
18.9473684211,1.23852948501
19.2481203008,1.26451597496
19.5488721805,1.29026715701
19.8496240602,1.31576304492
20.1503759398,1.34098365242
20.4511278195,1.36590899324
20.7518796992,1.39051908111
21.0526315789,1.41479392978
21.3533834586,1.43871355297
21.6541353383,1.46225796442
21.954887218,1.48540717787
22.2556390977,1.50814120704
22.5563909774,1.53044006568
22.8571428571,1.55228376751
23.1578947368,1.57365232628
23.4586466165,1.59452575572
23.7593984962,1.61488406955
24.0601503759,1.634707313
24.3609022556,1.6539822035
24.6616541353,1.6727103451
24.962406015,1.69089535614
25.2631578947,1.70854085494
25.5639097744,1.72565045981
25.8646616541,1.74222778909
26.1654135338,1.75827646109
26.4661654135,1.77380009414
26.7669172932,1.78880230655
27.0676691729,1.80328671666
27.3684210526,1.81725694278
27.6691729323,1.83071660323
27.969924812,1.84366931635
28.2706766917,1.85611870044
28.5714285714,1.86806837384
28.8721804511,1.87952195487
29.1729323308,1.89048306184
29.4736842105,1.90095531309
29.7744360902,1.91094232693
30.0751879699,1.92044772168
30.3759398496,1.92947511567
30.6766917293,1.93802812723
30.977443609,1.94611037467
31.2781954887,1.95372547631
31.5789473684,1.96087705048
31.8796992481,1.96756871551
32.1804511278,1.9738040897
32.4812030075,1.9795867914
32.7819548872,1.98492043891
33.0827067669,1.98980865056
33.3834586466,1.99425504468
33.6842105263,1.99826323958
33.984962406,2.00183685359
34.2857142857,2.00497950503
34.5864661654,2.00769481222
34.8872180451,2.00998639349
35.1879699248,2.01185786716
35.4887218045,2.01331285155
35.7894736842,2.01435496498
36.0902255639,2.01498782578
36.3909774436,2.01521505226
36.6917293233,2.01504026276
36.992481203,2.01446707559
37.2932330827,2.01349910907
37.5939849624,2.01213998154
37.8947368421,2.0103933113
38.1954887218,2.00826271669
38.4962406015,2.00575181602
38.7969924812,2.00286422762
39.0977443609,1.99960356981
39.3984962406,1.99597346092
39.6992481203,1.99197751926
40,1.98761936316
40.3007518797,1.98290261093
40.6015037594,1.97783088092
40.9022556391,1.97240779142
41.2030075188,1.96663696078
41.5037593985,1.9605220073
41.8045112782,1.95406654932
42.1052631579,1.94727420515
42.4060150376,1.94014859313
42.7067669173,1.93269333156
43.007518797,1.92491203877
43.3082706767,1.91680833309
43.6090225564,1.90838583284
43.9097744361,1.89964815634
44.2105263158,1.89059892191
44.5112781955,1.88124174787
44.8120300752,1.87158025256
45.1127819549,1.86161805428
45.4135338346,1.85135877137
45.7142857143,1.84080602214
46.015037594,1.82996342492
46.3157894737,1.81883459803
46.6165413534,1.80742315979
46.9172932331,1.79573272853
47.2180451128,1.78376692257
47.5187969925,1.77152936022
47.8195488722,1.75902365982
48.1203007519,1.74625349675
48.4210526316,1.73322476496
48.7218045113,1.71994624037
49.022556391,1.70642689151
49.3233082707,1.6926756869
49.6240601504,1.67870159508
49.9248120301,1.66451358457
50.2255639098,1.65012062391
50.5263157895,1.63553168163
50.8270676692,1.62075572624
51.1278195489,1.60580172629
51.4285714286,1.59067865029
51.7293233083,1.57539546679
52.030075188,1.5599611443
52.3308270677,1.54438465136
52.6315789474,1.5286749565
52.9323308271,1.51284102824
53.2330827068,1.49689183511
53.5338345865,1.48083634565
53.8345864662,1.46468352838
54.1353383459,1.44844235184
54.4360902256,1.43212178454
54.7368421053,1.41573079502
55.037593985,1.39927835181
55.3383458647,1.38277342344
55.6390977444,1.36622497843
55.9398496241,1.34964198532
56.2406015038,1.33303341263
56.5413533835,1.31640822889
56.8421052632,1.29977540264
57.1428571429,1.2831439024
57.4436090226,1.2665226967
57.7443609023,1.24992075406
58.045112782,1.23334704303
58.3458646617,1.21681053212
58.6466165414,1.20032018987
58.9473684211,1.1838849848
59.2481203008,1.16751388545
59.5488721805,1.15121586034
59.8496240602,1.13499987801
60.1503759398,1.11887490697
60.4511278195,1.10284991577
60.7518796992,1.08693387292
61.0526315789,1.07113574696
61.3533834586,1.05546450642
61.6541353383,1.03992911982
61.954887218,1.0245385557
62.2556390977,1.00930178259
62.5563909774,0.994227769005
62.8571428571,0.979325483484
63.1578947368,0.964603894554
63.4586466165,0.950071970745
63.7593984962,0.935738680584
64.0601503759,0.921612992601
64.3609022556,0.907703875326
64.6616541353,0.894020297287
64.962406015,0.880571227012
65.2631578947,0.867365633032
65.5639097744,0.854412483875
65.8646616541,0.84172074807
66.1654135338,0.829299394146
66.4661654135,0.817157390632
66.7669172932,0.805303706058
67.0676691729,0.793747308951
67.3684210526,0.782497167841
67.6691729323,0.771562251258
67.969924812,0.760951527729
68.2706766917,0.750673965785
68.5714285714,0.740738533954
68.8721804511,0.731154200764
69.1729323308,0.721929934746
69.4736842105,0.713074704428
69.7744360902,0.704597478339
70.0751879699,0.696507225008
70.3759398496,0.688812912964
70.6766917293,0.681523510736
70.977443609,0.674647986853
71.2781954887,0.668195309844
71.5789473684,0.662174448238
71.8796992481,0.656594370565
72.1804511278,0.651463317062
72.4812030075,0.646778630595
72.7819548872,0.642529265206
73.0827067669,0.63870395915
73.3834586466,0.635291450679
73.6842105263,0.632280478048
73.984962406,0.62965977951
74.2857142857,0.62741809332
74.5864661654,0.62554415773
74.8872180451,0.624026710994
75.1879699248,0.622854491366
75.4887218045,0.6220162371
75.7894736842,0.62150068645
76.0902255639,0.621296577668
76.3909774436,0.62139264901
76.6917293233,0.621777638727
76.992481203,0.622440285075
77.2932330827,0.623369326307
77.5939849624,0.624553500676
77.8947368421,0.625981546437
78.1954887218,0.627642201842
78.4962406015,0.629524205146
78.7969924812,0.631616294602
79.0977443609,0.633907208465
79.3984962406,0.636385684986
79.6992481203,0.639040462422
80,0.641860279024
80.3007518797,0.644833873046
80.6015037594,0.647949982744
80.9022556391,0.651197346369
81.2030075188,0.654564702176
81.5037593985,0.658040788418
81.8045112782,0.66161434335
82.1052631579,0.665274105224
82.4060150376,0.669008812295
82.7067669173,0.672807202816
83.007518797,0.676658015041
83.3082706767,0.680549987223
83.6090225564,0.684471857617
83.9097744361,0.688412364475
84.2105263158,0.692360246052
84.5112781955,0.696304240602
84.8120300752,0.700233086377
85.1127819549,0.704135521632
85.4135338346,0.70800028462
85.7142857143,0.711816113596
86.015037594,0.715571746812
86.3157894737,0.719255922522
86.6165413534,0.722857378981
86.9172932331,0.726364854441
87.2180451128,0.729767087157
87.5187969925,0.733052815382
87.8195488722,0.73621077737
88.1203007519,0.739229711374
88.4210526316,0.742098355649
88.7218045113,0.744805448447
89.022556391,0.747339728023
89.3233082707,0.74968993263
89.6240601504,0.751844800522
89.9248120301,0.753793069953
90.2255639098,0.755523479176
90.5263157895,0.757024766445
90.8270676692,0.758285670014
91.1278195489,0.759294928136
91.4285714286,0.760041279065
91.7293233083,0.760513461055
92.030075188,0.76070021236
92.3308270677,0.760590271232
92.6315789474,0.760172375926
92.9323308271,0.759435264696
93.2330827068,0.758367675795
93.5338345865,0.756958347477
93.8345864662,0.755196017995
94.1353383459,0.753069425604
94.4360902256,0.750567308556
94.7368421053,0.747678405106
95.037593985,0.744391453507
95.3383458647,0.740695192013
95.6390977444,0.736578358878
95.9398496241,0.732029692356
96.2406015038,0.727039974332
96.5413533835,0.721615090419
96.8421052632,0.715767695764
97.1428571429,0.709510477444
97.4436090226,0.702856122538
97.7443609023,0.695817318124
98.045112782,0.68840675128
98.3458646617,0.680637109084
98.6466165414,0.672521078614
98.9473684211,0.664071346949
99.2481203008,0.655300601167
99.5488721805,0.646221528345
99.8496240602,0.636846815562
100.15037594,0.627189149895
100.45112782,0.617261218425
100.751879699,0.607075708227
101.052631579,0.596645306381
101.353383459,0.585982699964
101.654135338,0.575100576056
101.954887218,0.564011621733
102.255639098,0.552728524074
102.556390977,0.541263970157
102.857142857,0.529630647061
103.157894737,0.517841241863
103.458646617,0.505908441642
103.759398496,0.493844933475
104.060150376,0.481663404442
104.360902256,0.469376541619
104.661654135,0.456997032086
104.962406015,0.44453756292
105.263157895,0.4320108212
105.563909774,0.419429494003
105.864661654,0.406806268408
106.165413534,0.394153831493
106.466165414,0.381484870336
106.766917293,0.368812072015
107.067669173,0.356148123608
107.368421053,0.343505712194
107.669172932,0.330897524851
107.969924812,0.318336248657
108.270676692,0.305834570689
108.571428571,0.293405178026
108.872180451,0.281060757747
109.172932331,0.268813996929
109.473684211,0.256677582651
109.77443609,0.24466420199
110.07518797,0.232786542026
110.37593985,0.221057289835
110.676691729,0.209489132496
110.977443609,0.198094757087
111.278195489,0.186886850687
111.578947368,0.175878100374
111.879699248,0.165081193225
112.180451128,0.154508816319
112.481203008,0.144173656734
112.781954887,0.134088401548
113.082706767,0.124265737839
113.383458647,0.114718352686
113.684210526,0.105458933166
113.984962406,0.0965001663579
114.285714286,0.0878547393398
114.586466165,0.0795353391896
114.887218045,0.0715546529856
115.187969925,0.0639253678059
115.488721805,0.0566601707286
115.789473684,0.0497717488319
116.090225564,0.0432727891939
116.390977444,0.0371759788928
116.691729323,0.0314940050067
116.992481203,0.0262395546137
117.293233083,0.0214253147921
117.593984962,0.0170639726199
117.894736842,0.0131682151753
118.195488722,0.00975072953643
118.496240602,0.00682420278146
118.796992481,0.00440132198852
119.097744361,0.00249477423576
119.398496241,0.00111724660132
119.69924812,0.000281426163355
120,0
