r,p_of_r
0,0
0.300751879699,0.000469979822616
0.601503759398,0.00186740349116
0.902255639098,0.00417349730668
1.2030075188,0.00736948757021
1.5037593985,0.0114366005828
1.8045112782,0.0163560626455
2.10526315789,0.0221091000593
2.40601503759,0.0286769391254
2.70676691729,0.0360408061446
3.00751879699,0.0441819274182
3.30827067669,0.053081529247
3.60902255639,0.0627208379323
3.90977443609,0.0730810797749
4.21052631579,0.084143481076
4.51127819549,0.0958892681366
4.81203007519,0.108299667258
5.11278195489,0.12135590474
5.41353383459,0.135039206886
5.71428571429,0.149330799995
6.01503759398,0.164211910369
6.31578947368,0.179663764308
6.61654135338,0.195667588114
6.91729323308,0.212204608089
7.21804511278,0.229256050532
7.51879699248,0.246803141745
7.81954887218,0.264827108029
8.12030075188,0.283309175685
8.42105263158,0.302230571014
8.72180451128,0.321572520317
9.02255639098,0.341316249895
9.32330827068,0.36144298605
9.62406015038,0.381933955081
9.92481203008,0.402770383291
10.2255639098,0.423933496981
10.5263157895,0.445404522451
10.8270676692,0.467164686002
11.1278195489,0.489195213935
11.4285714286,0.511477332552
11.7293233083,0.533992268154
12.030075188,0.556721247041
12.3308270677,0.579645495515
12.6315789474,0.602746239877
12.9323308271,0.626004706427
13.2330827068,0.649402121467
13.5338345865,0.672919711298
13.8345864662,0.696538702221
14.1353383459,0.720240320537
14.4360902256,0.744005792546
14.7368421053,0.767816344551
15.037593985,0.791653202852
15.3383458647,0.815497593749
15.6390977444,0.839330743545
15.9398496241,0.86313387854
16.2406015038,0.886888225035
16.5413533835,0.910575009332
16.8421052632,0.934175457731
17.1428571429,0.957670796533
17.4436090226,0.981042252039
17.7443609023,1.00427105055
18.045112782,1.02733841837
18.3458646617,1.0502255818
18.6466165414,1.07291376713
18.9473684211,1.09538420067
19.2481203008,1.11761810873
19.5488721805,1.13959671759
19.8496240602,1.16130125357
20.1503759398,1.18271294297
20.4511278195,1.20381301207
20.7518796992,1.2245826872
21.0526315789,1.24500319464
21.3533834586,1.2650557607
21.6541353383,1.28472161167
21.954887218,1.30398197387
22.2556390977,1.32281807359
22.5563909774,1.34121113713
22.8571428571,1.35914239079
23.1578947368,1.37659306088
23.4586466165,1.3935443737
23.7593984962,1.40997755554
24.0601503759,1.42587386706
24.3609022556,1.44122185253
24.6616541353,1.4560263069
24.962406015,1.47029422396
25.2631578947,1.48403259746
25.5639097744,1.4972484212
25.8646616541,1.50994868895
26.1654135338,1.52214039449
26.4661654135,1.5338305316
26.7669172932,1.54502609404
27.0676691729,1.55573407561
27.3684210526,1.56596147007
27.6691729323,1.57571527121
27.969924812,1.5850024728
28.2706766917,1.59383006862
28.5714285714,1.60220505245
28.8721804511,1.61013441806
29.1729323308,1.61762515924
29.4736842105,1.62468426975
29.7744360902,1.63131874338
30.0751879699,1.6375355739
30.3759398496,1.64334175509
30.6766917293,1.64874428073
30.977443609,1.6537501446
31.2781954887,1.65836634047
31.5789473684,1.66259986212
31.8796992481,1.66645770333
32.1804511278,1.66994685788
32.4812030075,1.67307431953
32.7819548872,1.67584708208
33.0827067669,1.6782721393
33.3834586466,1.68035648496
33.6842105263,1.68210711284
33.984962406,1.68353101672
34.2857142857,1.68463519038
34.5864661654,1.68542662759
34.8872180451,1.68591232213
35.1879699248,1.68609926779
35.4887218045,1.68599445833
35.7894736842,1.68560488753
36.0902255639,1.68493754918
36.3909774436,1.68399943704
36.6917293233,1.6827975449
36.992481203,1.68133886653
37.2932330827,1.67963039571
37.5939849624,1.67767912623
37.8947368421,1.67549205184
38.1954887218,1.67307616634
38.4962406015,1.6704384635
38.7969924812,1.6675859371
39.0977443609,1.66452558091
39.3984962406,1.66126438872
39.6992481203,1.65780935429
40,1.65416747141
40.3007518797,1.65034573386
40.6015037594,1.6463511354
40.9022556391,1.64219066983
41.2030075188,1.63787133091
41.5037593985,1.63340011243
41.8045112782,1.62878400816
42.1052631579,1.62403001187
42.4060150376,1.61914511735
42.7067669173,1.61413631838
43.007518797,1.60901060873
43.3082706767,1.60377498217
43.6090225564,1.59843643249
43.9097744361,1.59300195346
44.2105263158,1.58747853887
44.5112781955,1.58187318248
44.8120300752,1.57619287807
45.1127819549,1.57044461943
45.4135338346,1.56463540033
45.7142857143,1.55877221455
46.015037594,1.55286205585
46.3157894737,1.54691191804
46.6165413534,1.54092879487
46.9172932331,1.53491968012
47.2180451128,1.52889156758
47.5187969925,1.52285145103
47.8195488722,1.51680632423
48.1203007519,1.51076310207
48.4210526316,1.50472563254
48.7218045113,1.49869377959
49.022556391,1.49266714092
49.3233082707,1.48664531423
49.6240601504,1.48062789721
49.9248120301,1.47461448758
50.2255639098,1.46860468302
50.5263157895,1.46259808123
50.8270676692,1.45659427991
51.1278195489,1.45059287677
51.4285714286,1.4445934695
51.7293233083,1.4385956558
52.030075188,1.43259903337
52.3308270677,1.42660319991
52.6315789474,1.42060775311
52.9323308271,1.41461229068
53.2330827068,1.40861641032
53.5338345865,1.40261970972
53.8345864662,1.39662178658
54.1353383459,1.3906222386
54.4360902256,1.38462066349
54.7368421053,1.37861665893
55.037593985,1.37260982263
55.3383458647,1.36659975229
55.6390977444,1.3605860456
55.9398496241,1.35456830027
56.2406015038,1.348546114
56.5413533835,1.34251908447
56.8421052632,1.3364868094
57.1428571429,1.33044888648
57.4436090226,1.32440491341
57.7443609023,1.31835448789
58.045112782,1.31229720761
58.3458646617,1.30623267029
58.6466165414,1.3001604736
58.9473684211,1.29408021527
59.2481203008,1.28799149297
59.5488721805,1.28189390442
59.8496240602,1.27578704731
60.1503759398,1.26967051933
60.4511278195,1.2635439182
60.7518796992,1.25740684161
61.0526315789,1.25125888725
61.3533834586,1.24509965283
61.6541353383,1.23892873604
61.954887218,1.23274573458
62.2556390977,1.22655024616
62.5563909774,1.22034186847
62.8571428571,1.21412019921
63.1578947368,1.20788483608
63.4586466165,1.20163537678
63.7593984962,1.195371419
64.0601503759,1.18909256045
64.3609022556,1.18279839883
64.6616541353,1.17648853183
64.962406015,1.17016255715
65.2631578947,1.1638200725
65.5639097744,1.15746067556
65.8646616541,1.15108396404
66.1654135338,1.14468953565
66.4661654135,1.13827698807
66.7669172932,1.131845919
67.0676691729,1.12539592616
67.3684210526,1.11892660722
67.6691729323,1.1124375599
67.969924812,1.10592838189
68.2706766917,1.09939867089
68.5714285714,1.0928480246
68.8721804511,1.08627604072
69.1729323308,1.07968231695
69.4736842105,1.07306645099
69.7744360902,1.06642804053
70.0751879699,1.05976668327
70.3759398496,1.05308197692
70.6766917293,1.04637351917
70.977443609,1.03964090772
