r,p_of_r
0,0
0.300751879699,0.000494943398441
0.601503759398,0.00196552114152
0.902255639098,0.00439035455086
1.2030075188,0.0077480649481
1.5037593985,0.0120172736549
1.8045112782,0.0171766019928
2.10526315789,0.0232046712835
2.40601503759,0.0300801028487
2.70676691729,0.0377815180098
3.00751879699,0.0462875380887
3.30827067669,0.0555767844069
3.60902255639,0.065627878286
3.90977443609,0.0764194410477
4.21052631579,0.0879300940136
4.51127819549,0.100138458505
4.81203007519,0.113023155845
5.11278195489,0.126562807353
5.41353383459,0.140736034352
5.71428571429,0.155521458163
6.01503759398,0.170897700109
6.31578947368,0.18684338151
6.61654135338,0.203337123688
6.91729323308,0.220357547965
7.21804511278,0.237883275663
7.51879699248,0.255892928103
7.81954887218,0.274365126606
8.12030075188,0.293278492495
8.42105263158,0.312611647091
8.72180451128,0.332343211716
9.02255639098,0.352451807691
9.32330827068,0.372916056338
9.62406015038,0.393714578979
9.92481203008,0.414825996934
10.2255639098,0.436228931527
10.5263157895,0.457902004078
10.8270676692,0.479823835909
11.1278195489,0.501973048342
11.4285714286,0.524328262698
11.7293233083,0.546868100299
12.030075188,0.569571182467
12.3308270677,0.592416130522
12.6315789474,0.615381565788
12.9323308271,0.638446109586
13.2330827068,0.661588383236
13.5338345865,0.684787008061
13.8345864662,0.708020605383
14.1353383459,0.731267796523
14.4360902256,0.754507202802
14.7368421053,0.777717445542
15.037593985,0.800877146066
15.3383458647,0.823964925694
15.6390977444,0.846959405748
15.9398496241,0.86983920755
16.2406015038,0.892582952422
16.5413533835,0.915169261684
16.8421052632,0.93757675666
17.1428571429,0.959784058669
17.4436090226,0.981769789035
17.7443609023,1.00351256908
18.045112782,1.02499102012
18.3458646617,1.04618376348
18.6466165414,1.06706942049
18.9473684211,1.08762661246
19.2481203008,1.10783396071
19.5488721805,1.12767008658
19.8496240602,1.14711361137
20.1503759398,1.16614315641
20.4511278195,1.18473734303
20.7518796992,1.20287479254
21.0526315789,1.22053412626
21.3533834586,1.23769396552
21.6541353383,1.25433293164
21.954887218,1.27042964594
22.2556390977,1.28596272975
22.5563909774,1.30091080437
22.8571428571,1.31525249114
23.1578947368,1.32896641138
23.4586466165,1.34203118641
23.7593984962,1.35442543755
24.0601503759,1.3661278339
24.3609022556,1.37712717366
24.6616541353,1.38743485442
24.962406015,1.39706533159
25.2631578947,1.4060330606
25.5639097744,1.41435249687
25.8646616541,1.42203809581
26.1654135338,1.42910431285
26.4661654135,1.43556560341
26.7669172932,1.44143642291
27.0676691729,1.44673122677
27.3684210526,1.45146447041
27.6691729323,1.45565060925
27.969924812,1.45930409871
28.2706766917,1.46243939422
28.5714285714,1.46507095119
28.8721804511,1.46721322505
29.1729323308,1.46888067121
29.4736842105,1.4700877451
29.7744360902,1.47084890214
30.0751879699,1.47117859774
30.3759398496,1.47109128733
30.6766917293,1.47060142633
30.977443609,1.46972347016
31.2781954887,1.46847187425
31.5789473684,1.466861094
31.8796992481,1.46490558485
32.1804511278,1.46261980221
32.4812030075,1.4600182015
32.7819548872,1.45711523815
33.0827067669,1.45392536758
33.3834586466,1.4504630452
33.6842105263,1.44674272644
33.984962406,1.44277886671
34.2857142857,1.43858592145
34.5864661654,1.43417834606
34.8872180451,1.42957059598
35.1879699248,1.42477712661
35.4887218045,1.41981239339
35.7894736842,1.41469085173
36.0902255639,1.40942695705
36.3909774436,1.40403516478
36.6917293233,1.39852993033
36.992481203,1.39292570913
37.2932330827,1.38723695659
37.5939849624,1.38147812815
37.8947368421,1.3756636792
38.1954887218,1.36980806519
38.4962406015,1.36392574153
38.7969924812,1.35803116364
39.0977443609,1.35213878693
39.3984962406,1.34626306684
39.6992481203,1.34041845879
40,1.33461941818
40.3007518797,1.32888040045
40.6015037594,1.32321586102
40.9022556391,1.3176402553
41.2030075188,1.31216803871
41.5037593985,1.30681366669
41.8045112782,1.30159159464
42.1052631579,1.29651627799
42.4060150376,1.29160217216
42.7067669173,1.28686373257
43.007518797,1.28231541464
43.3082706767,1.27797167379
43.6090225564,1.27384696545
43.9097744361,1.26995574503
44.2105263158,1.26631246795
44.5112781955,1.26293158964
44.8120300752,1.25982756551
45.1127819549,1.25701485099
45.4135338346,1.2545079015
45.7142857143,1.25232117245
46.015037594,1.25046911927
46.3157894737,1.24896619738
46.6165413534,1.24782686221
46.9172932331,1.24706556916
47.2180451128,1.24669677367
47.5187969925,1.24673493114
47.8195488722,1.24719449701
48.1203007519,1.24808963886
48.4210526316,1.2494233345
48.7218045113,1.25118402586
49.022556391,1.2533591834
49.3233082707,1.25593627758
49.6240601504,1.25890277888
49.9248120301,1.26224615776
50.2255639098,1.26595388468
50.5263157895,1.27001343011
50.8270676692,1.27441226452
51.1278195489,1.27913785836
51.4285714286,1.2841776821
51.7293233083,1.28951920621
52.030075188,1.29514990116
52.3308270677,1.3010572374
52.6315789474,1.30722868541
52.9323308271,1.31365171565
53.2330827068,1.32031379858
53.5338345865,1.32720240466
53.8345864662,1.33430500438
54.1353383459,1.34160906818
54.4360902256,1.34910206653
54.7368421053,1.35677146991
55.037593985,1.36460474877
55.3383458647,1.37258937357
55.6390977444,1.3807128148
55.9398496241,1.3889625429
56.2406015038,1.39732602834
56.5413533835,1.4057907416
56.8421052632,1.41434415313
57.1428571429,1.4229737334
57.4436090226,1.43166695287
57.7443609023,1.44041128201
58.045112782,1.44919419129
58.3458646617,1.45800315117
58.6466165414,1.46682563211
58.9473684211,1.47564910459
59.2481203008,1.48446103905
59.5488721805,1.49324890598
59.8496240602,1.50200017584
60.1503759398,1.51070231908
60.4511278195,1.51934280618
60.7518796992,1.5279091076
61.0526315789,1.53638869381
61.3533834586,1.54476903526
61.6541353383,1.55303760243
61.954887218,1.56118186579
62.2556390977,1.56918929579
62.5563909774,1.5770473629
62.8571428571,1.58474353758
63.1578947368,1.59226529031
63.4586466165,1.59960009154
63.7593984962,1.60673541174
64.0601503759,1.61365872138
64.3609022556,1.62035749092
64.6616541353,1.62681919083
64.962406015,1.63303129157
65.2631578947,1.63898126361
65.5639097744,1.6446565774
65.8646616541,1.65004470343
66.1654135338,1.65513311214
66.4661654135,1.65990927402
66.7669172932,1.66436065951
67.0676691729,1.66847473909
67.3684210526,1.67223898323
67.6691729323,1.67564086238
67.969924812,1.67866784701
68.2706766917,1.68130740759
68.5714285714,1.68354701458
68.8721804511,1.68537413845
69.1729323308,1.68677624966
69.4736842105,1.68774081868
69.7744360902,1.68825531598
70.0751879699,1.68830721201
70.3759398496,1.68788397724
70.6766917293,1.68697308214
70.977443609,1.68556199717
71.2781954887,1.68363819281
71.5789473684,1.6811891395
71.8796992481,1.67820230772
72.1804511278,1.67466599105
72.4812030075,1.67058079927
72.7819548872,1.66595682318
73.0827067669,1.66080439749
73.3834586466,1.65513385691
73.6842105263,1.64895553612
73.984962406,1.64227976984
74.2857142857,1.63511689276
74.5864661654,1.62747723958
74.8872180451,1.619371145
75.1879699248,1.61080894373
75.4887218045,1.60180097046
75.7894736842,1.59235755989
76.0902255639,1.58248904673
76.3909774436,1.57220576567
76.6917293233,1.56151805142
76.992481203,1.55043623867
77.2932330827,1.53897066213
77.5939849624,1.52713165649
77.8947368421,1.51492955646
78.1954887218,1.50237469674
78.4962406015,1.48947741203
78.7969924812,1.47624803702
79.0977443609,1.46269690642
79.3984962406,1.44883435493
79.6992481203,1.43467071725
80,1.42021632808
80.3007518797,1.40548152212
80.6015037594,1.39047663407
80.9022556391,1.37521199863
81.2030075188,1.3596979505
81.5037593985,1.34394482438
81.8045112782,1.32796295497
82.1052631579,1.31176267698
82.4060150376,1.29535432509
82.7067669173,1.27874823402
83.007518797,1.26195473847
83.3082706767,1.24498417313
83.6090225564,1.2278468727
83.9097744361,1.21055317188
84.2105263158,1.19311340539
84.5112781955,1.1755379079
84.8120300752,1.15783701413
85.1127819549,1.14002105878
85.4135338346,1.12210037655
85.7142857143,1.10408530213
86.015037594,1.08598617023
86.3157894737,1.06781331555
86.6165413534,1.04957707278
86.9172932331,1.03128777663
87.2180451128,1.01295576181
87.5187969925,0.994591362999
87.8195488722,0.97620491491
88.1203007519,0.957806752242
88.4210526316,0.939407209693
88.7218045113,0.921016621966
89.022556391,0.90264532376
89.3233082707,0.884303649776
89.6240601504,0.866001934713
89.9248120301,0.847750513274
90.2255639098,0.829559720156
90.5263157895,0.811439890063
90.8270676692,0.793401357693
91.1278195489,0.775454457746
91.4285714286,0.757609524925
91.7293233083,0.739876893928
92.030075188,0.722266899456
92.3308270677,0.70478987621
92.6315789474,0.68745615889
92.9323308271,0.670276082197
93.2330827068,0.65325998083
93.5338345865,0.63641818949
93.8345864662,0.619761042878
94.1353383459,0.603298875694
94.4360902256,0.587042022639
94.7368421053,0.571000818412
95.037593985,0.555185597714
95.3383458647,0.539606695246
95.6390977444,0.524274445708
95.9398496241,0.509199183801
96.2406015038,0.494390185242
96.5413533835,0.479848899214
96.8421052632,0.465573267021
97.1428571429,0.451561213422
