r,p_of_r
0,0
0.300751879699,0.00072077113784
0.601503759398,0.00286079592341
0.902255639098,0.00638664141479
1.2030075188,0.01126487467
1.5037593985,0.0174620627473
1.8045112782,0.0249447727045
2.10526315789,0.0336795715999
2.40601503759,0.0436330264914
2.70676691729,0.0547717044372
3.00751879699,0.0670621724953
3.30827067669,0.0804709977238
3.60902255639,0.0949647471808
3.90977443609,0.110509987924
4.21052631579,0.127073287013
4.51127819549,0.144621211503
4.81203007519,0.163120328455
5.11278195489,0.182537204926
5.41353383459,0.202838407973
5.71428571429,0.223990504656
6.01503759398,0.245960062031
6.31578947368,0.268713647158
6.61654135338,0.292217827094
6.91729323308,0.316439168897
7.21804511278,0.341344239626
7.51879699248,0.366899606338
7.81954887218,0.393071836091
8.12030075188,0.419827495944
8.42105263158,0.447133152955
8.72180451128,0.474955374182
9.02255639098,0.503260726682
9.32330827068,0.532015777515
9.62406015038,0.561187093737
9.92481203008,0.590741242408
10.2255639098,0.620644790584
10.5263157895,0.650864305325
10.8270676692,0.681366353688
11.1278195489,0.712117502731
11.4285714286,0.743084319513
11.7293233083,0.774233371091
12.030075188,0.805531224524
12.3308270677,0.83694444687
12.6315789474,0.868439605186
12.9323308271,0.899983266531
13.2330827068,0.931541997963
13.5338345865,0.96308236654
13.8345864662,0.99457093932
14.1353383459,1.02597428336
14.4360902256,1.05725896572
14.7368421053,1.08839155346
15.037593985,1.11933861363
15.3383458647,1.1500667133
15.6390977444,1.18054241952
15.9398496241,1.21073229934
16.2406015038,1.24060291984
16.5413533835,1.27012084806
16.8421052632,1.29925265106
17.1428571429,1.32796489591
17.4436090226,1.35622414965
17.7443609023,1.38399697936
18.045112782,1.41124995208
18.3458646617,1.43794963487
18.6466165414,1.4640625948
18.9473684211,1.48955539892
19.2481203008,1.51439461428
19.5488721805,1.53854680795
19.8496240602,1.56197854699
20.1503759398,1.58465639845
20.4511278195,1.60654692939
20.7518796992,1.62761670687
21.0526315789,1.64783229794
21.3533834586,1.66716026967
21.6541353383,1.68556718911
21.954887218,1.70301962333
22.2556390977,1.71948413937
22.5563909774,1.7349273043
22.8571428571,1.74931568518
23.1578947368,1.76261584906
23.4586466165,1.774794363
23.7593984962,1.78581779406
24.0601503759,1.79565278731
24.3609022556,1.80428252761
24.6616541353,1.81172710221
24.962406015,1.8180115915
25.2631578947,1.82316107589
25.5639097744,1.82720063577
25.8646616541,1.83015535154
26.1654135338,1.8320503036
26.4661654135,1.83291057234
26.7669172932,1.83276123816
27.0676691729,1.83162738145
27.3684210526,1.82953408262
27.6691729323,1.82650642207
27.969924812,1.82256948018
28.2706766917,1.81774833735
28.5714285714,1.81206807399
28.8721804511,1.80555377049
29.1729323308,1.79823050724
29.4736842105,1.79012336465
29.7744360902,1.7812574231
30.0751879699,1.77165776301
30.3759398496,1.76134946476
30.6766917293,1.75035760875
30.977443609,1.73870727539
31.2781954887,1.72642354505
31.5789473684,1.71353149815
31.8796992481,1.70005621508
32.1804511278,1.68602277624
32.4812030075,1.67145626202
32.7819548872,1.65638175283
33.0827067669,1.64082432905
33.3834586466,1.62480907109
33.6842105263,1.60836105934
33.984962406,1.5915053742
34.2857142857,1.57426709606
34.5864661654,1.55667130534
34.8872180451,1.53874308241
35.1879699248,1.52050750768
35.4887218045,1.50198966154
35.7894736842,1.4832146244
36.0902255639,1.46420747664
36.3909774436,1.44499329867
36.6917293233,1.42559717089
36.992481203,1.40604417368
37.2932330827,1.38635938746
37.5939849624,1.3665678926
37.8947368421,1.34669476952
38.1954887218,1.32676509861
38.4962406015,1.30680396026
38.7969924812,1.28683643488
39.0977443609,1.26688760286
39.3984962406,1.24698254459
39.6992481203,1.22714634047
40,1.20740407091
40.3007518797,1.1877808163
40.6015037594,1.16830165703
40.9022556391,1.1489916735
41.2030075188,1.12987594611
41.5037593985,1.11097955526
41.8045112782,1.09232758135
42.1052631579,1.07394510476
42.4060150376,1.0558572059
42.7067669173,1.03808896516
43.007518797,1.02066546295
43.3082706767,1.00361177966
43.6090225564,0.986952995679
43.9097744361,0.970714191414
44.2105263158,0.954920447258
44.5112781955,0.93959684361
44.8120300752,0.924768460866
45.1127819549,0.910460379423
45.4135338346,0.896697679678
45.7142857143,0.883505442029
46.015037594,0.870908746872
46.3157894737,0.858932674604
46.6165413534,0.847602305624
46.9172932331,0.836942720326
47.2180451128,0.82697899911
47.5187969925,0.817736222371
47.8195488722,0.809239470507
48.1203007519,0.801513402027
48.4210526316,0.794566274539
48.7218045113,0.788385040302
49.022556391,0.782955227701
49.3233082707,0.778262365123
49.6240601504,0.774291980953
49.9248120301,0.771029603577
50.2255639098,0.768460761383
50.5263157895,0.766570982755
50.8270676692,0.765345796079
51.1278195489,0.764770729742
51.4285714286,0.764831312129
51.7293233083,0.765513071627
52.030075188,0.766801536621
52.3308270677,0.768682235498
52.6315789474,0.771140696643
52.9323308271,0.774162448443
53.2330827068,0.777733019284
53.5338345865,0.78183793755
53.8345864662,0.78646273163
54.1353383459,0.791592929907
54.4360902256,0.79721406077
54.7368421053,0.803311652602
55.037593985,0.809871233792
55.3383458647,0.816878332723
55.6390977444,0.824318477783
55.9398496241,0.832177197358
56.2406015038,0.840440019833
56.5413533835,0.849092473594
56.8421052632,0.858120087028
57.1428571429,0.86750838852
57.4436090226,0.877242906457
57.7443609023,0.887309169224
58.045112782,0.897692705208
58.3458646617,0.908379042794
58.6466165414,0.919353710369
58.9473684211,0.930602236317
59.2481203008,0.942110149027
59.5488721805,0.953862976882
59.8496240602,0.965846248271
60.1503759398,0.978045491577
60.4511278195,0.990446235188
60.7518796992,1.00303400749
61.0526315789,1.01579433687
61.3533834586,1.02871275171
61.6541353383,1.0417747804
61.954887218,1.05496595132
62.2556390977,1.06827179286
62.5563909774,1.08167783341
62.8571428571,1.09516960135
63.1578947368,1.10873262507
63.4586466165,1.12235243296
63.7593984962,1.13601455339
64.0601503759,1.14970451476
64.3609022556,1.16340784546
64.6616541353,1.17711007386
64.962406015,1.19079672836
65.2631578947,1.20445333733
65.5639097744,1.21806542918
65.8646616541,1.23161853227
66.1654135338,1.24509817501
66.4661654135,1.25848988576
66.7669172932,1.27177919293
67.0676691729,1.2849516249
67.3684210526,1.29799271004
67.6691729323,1.31088797676
67.969924812,1.32362295343
68.2706766917,1.33618316844
68.5714285714,1.34855415017
68.8721804511,1.36072142702
69.1729323308,1.37267052737
69.4736842105,1.3843869796
69.7744360902,1.3958563121
70.0751879699,1.40706405326
70.3759398496,1.41799573146
70.6766917293,1.42863687509
70.977443609,1.43897301253
71.2781954887,1.44898967217
71.5789473684,1.4586723824
71.8796992481,1.4680066716
72.1804511278,1.47697863808
72.4812030075,1.48558290778
72.7819548872,1.49382067125
73.0827067669,1.5016932879
73.3834586466,1.50920211715
73.6842105263,1.5163485184
73.984962406,1.52313385106
74.2857142857,1.52955947456
74.5864661654,1.53562674829
74.8872180451,1.54133703167
75.1879699248,1.54669168411
75.4887218045,1.55169206502
75.7894736842,1.55633953381
76.0902255639,1.5606354499
76.3909774436,1.5645811727
76.6917293233,1.56817806161
76.992481203,1.57142747605
77.2932330827,1.57433077542
77.5939849624,1.57688931915
77.8947368421,1.57910446664
78.1954887218,1.5809775773
78.4962406015,1.58251001055
78.7969924812,1.58370312579
79.0977443609,1.58455828244
79.3984962406,1.58507683991
79.6992481203,1.58526015761
80,1.58510959494
80.3007518797,1.58462651133
80.6015037594,1.58381226618
80.9022556391,1.5826682189
81.2030075188,1.58119572891
81.5037593985,1.57939615562
81.8045112782,1.57727085843
82.1052631579,1.57482119676
82.4060150376,1.57204853003
82.7067669173,1.56895421763
83.007518797,1.56553961899
83.3082706767,1.56180609351
83.6090225564,1.5577550006
83.9097744361,1.55338769969
84.2105263158,1.54870555016
84.5112781955,1.54370991145
84.8120300752,1.53840214296
85.1127819549,1.5327836041
85.4135338346,1.52685565428
85.7142857143,1.52061965292
86.015037594,1.51407695942
86.3157894737,1.50722893319
86.6165413534,1.50007693366
86.9172932331,1.49262232022
87.2180451128,1.48486645229
87.5187969925,1.47681068929
87.8195488722,1.46845639061
88.1203007519,1.45980491568
88.4210526316,1.45085762391
88.7218045113,1.4416158747
89.022556391,1.43208102747
89.3233082707,1.42225444162
89.6240601504,1.41213747658
89.9248120301,1.40173149175
90.2255639098,1.39103784654
90.5263157895,1.38005790036
90.8270676692,1.36879301263
91.1278195489,1.35724454275
91.4285714286,1.34541385014
91.7293233083,1.33330229421
92.030075188,1.32091123437
